campaign,variant,repetition,scope,metryka,wartość
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,all classes (508),hamming_loss,0.2958710837879046
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,all classes (508),hamming_loss_baseline_positive_rate,0.05739341307168819
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,train-active ∩ test-active,average_precision,0.5098840662267986
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,train-active ∩ test-active,roc_auc,0.7221438116457038
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,train-active ∩ test-active,macro_f1,0.09387667279081886
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,train-active ∩ test-active,macro_precision,0.11837766312278836
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,train-active ∩ test-active,macro_recall,0.1268807647970017
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,train-active ∩ test-active,micro_f1,0.18881963093448964
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,train-active ∩ test-active,micro_precision,0.5465696762230781
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,train-active ∩ test-active,micro_recall,0.11412234200964917
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,train-active ∩ test-active,hamming_loss,0.26400615813908734
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,2,train-active ∩ test-active,hamming_loss_baseline_positive_rate,0.2692421800453842
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,all classes (508),average_precision,0.3671842735706051
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,all classes (508),roc_auc,0.5677621262443102
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,all classes (508),macro_f1,0.0405757166138325
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,all classes (508),macro_precision,0.03808760557970221
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,all classes (508),macro_recall,0.07217486097410215
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,all classes (508),micro_f1,0.11170714537134811
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,all classes (508),micro_precision,0.06690209728883761
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,all classes (508),micro_recall,0.33820996811431103
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,all classes (508),hamming_loss,0.308712110091384
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,all classes (508),hamming_loss_baseline_positive_rate,0.05739341307168819
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,train-active ∩ test-active,average_precision,0.4944166955571782
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,train-active ∩ test-active,roc_auc,0.7089858024150222
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,train-active ∩ test-active,macro_f1,0.09879844964419723
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,train-active ∩ test-active,macro_precision,0.1466133935584084
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,train-active ∩ test-active,macro_recall,0.1314525378811143
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,train-active ∩ test-active,micro_f1,0.18283444877546517
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,train-active ∩ test-active,micro_precision,0.5169832247331207
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,train-active ∩ test-active,micro_recall,0.11105485734707249
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,train-active ∩ test-active,hamming_loss,0.26727766952923915
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,3,train-active ∩ test-active,hamming_loss_baseline_positive_rate,0.2692421800453842
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,all classes (508),average_precision,0.35470314284663385
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,all classes (508),roc_auc,0.545911465890126
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,all classes (508),macro_f1,0.048979733447117736
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,all classes (508),macro_precision,0.043690389973339815
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,all classes (508),macro_recall,0.10325027438900299
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,all classes (508),micro_f1,0.1355068498066623
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,all classes (508),micro_precision,0.07974091443207376
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,all classes (508),micro_recall,0.4506965403174928
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,all classes (508),hamming_loss,0.33004760031394287
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,all classes (508),hamming_loss_baseline_positive_rate,0.05739341307168819
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,train-active ∩ test-active,average_precision,0.43138879039138645
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,train-active ∩ test-active,roc_auc,0.6146402486770672
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,train-active ∩ test-active,macro_f1,0.09721227185306296
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,train-active ∩ test-active,macro_precision,0.15232854476858365
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,train-active ∩ test-active,macro_recall,0.13158078955333963
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,train-active ∩ test-active,micro_f1,0.19168591224018475
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,train-active ∩ test-active,micro_precision,0.5475856260527794
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,train-active ∩ test-active,micro_recall,0.11617725891953065
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,train-active ∩ test-active,hamming_loss,0.2638056978823379
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0004_masked30,4,train-active ∩ test-active,hamming_loss_baseline_positive_rate,0.2692421800453842
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,all classes (508),average_precision,0.3344724891162119
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,all classes (508),roc_auc,0.5543984144036402
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,all classes (508),macro_f1,0.043532553000057664
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,all classes (508),macro_precision,0.03492471611179122
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,all classes (508),macro_recall,0.09383464679791058
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,all classes (508),micro_f1,0.13548532065447397
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,all classes (508),micro_precision,0.08080899438097854
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,all classes (508),micro_recall,0.4189557863147305
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,all classes (508),hamming_loss,0.30686006251455705
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,all classes (508),hamming_loss_baseline_positive_rate,0.05739341307168819
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,train-active ∩ test-active,average_precision,0.36465030768926165
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,train-active ∩ test-active,roc_auc,0.586928875327775
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,train-active ∩ test-active,macro_f1,0.0875512372340556
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,train-active ∩ test-active,macro_precision,0.08807297087199459
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,train-active ∩ test-active,macro_recall,0.10248392699210944
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,train-active ∩ test-active,micro_f1,0.17252492698156915
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,train-active ∩ test-active,micro_precision,0.5581622678396871
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,train-active ∩ test-active,micro_recall,0.10203109178628864
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,train-active ∩ test-active,hamming_loss,0.2635170351126186
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,0,train-active ∩ test-active,hamming_loss_baseline_positive_rate,0.2692421800453842
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,all classes (508),average_precision,0.2955137333000164
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,all classes (508),roc_auc,0.5242431113031186
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,all classes (508),macro_f1,0.038402783218824094
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,all classes (508),macro_precision,0.030584915830413544
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,all classes (508),macro_recall,0.07514526804071042
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,all classes (508),micro_f1,0.11983040514326886
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,all classes (508),micro_precision,0.07154225662033069
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,all classes (508),micro_recall,0.36866335873957745
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,all classes (508),hamming_loss,0.31082887569702555
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,all classes (508),hamming_loss_baseline_positive_rate,0.05739341307168819
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,train-active ∩ test-active,average_precision,0.35747655255063115
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,train-active ∩ test-active,roc_auc,0.5935369873588785
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,train-active ∩ test-active,macro_f1,0.0793571142636833
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,train-active ∩ test-active,macro_precision,0.08689149156292995
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,train-active ∩ test-active,macro_recall,0.0886271469597099
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,train-active ∩ test-active,micro_f1,0.16675475022020889
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,train-active ∩ test-active,micro_precision,0.5380867305505929
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,train-active ∩ test-active,micro_recall,0.09866579307880159
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,train-active ∩ test-active,hamming_loss,0.26548154562876364
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,1,train-active ∩ test-active,hamming_loss_baseline_positive_rate,0.2692421800453842
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,all classes (508),average_precision,0.3437866863551817
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,all classes (508),roc_auc,0.5661125942102859
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,all classes (508),macro_f1,0.04459195786010644
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,all classes (508),macro_precision,0.03692843700719172
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,all classes (508),macro_recall,0.08820399874018102
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,all classes (508),micro_f1,0.14584054793805992
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,all classes (508),micro_precision,0.08785089472590892
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,all classes (508),micro_recall,0.42905860487322456
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,all classes (508),hamming_loss,0.2884491927323402
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,all classes (508),hamming_loss_baseline_positive_rate,0.05739341307168819
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,train-active ∩ test-active,average_precision,0.421595296713857
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,train-active ∩ test-active,roc_auc,0.6626333559583704
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,train-active ∩ test-active,macro_f1,0.07752310631719223
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,train-active ∩ test-active,macro_precision,0.09456945265004071
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,train-active ∩ test-active,macro_recall,0.08020155446196356
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,train-active ∩ test-active,micro_f1,0.16544257795623776
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,train-active ∩ test-active,micro_precision,0.5640270317102755
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,train-active ∩ test-active,micro_recall,0.09693847161832152
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,train-active ∩ test-active,hamming_loss,0.26331657485586907
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,2,train-active ∩ test-active,hamming_loss_baseline_positive_rate,0.2692421800453842
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,all classes (508),average_precision,0.33257551747616043
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,all classes (508),roc_auc,0.5406131828265379
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,all classes (508),macro_f1,0.036370552323191356
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,all classes (508),macro_precision,0.032342626043990644
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,all classes (508),macro_recall,0.0657108356696586
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,all classes (508),micro_f1,0.10656768612534127
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,all classes (508),micro_precision,0.063702315781051
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,all classes (508),micro_recall,0.3257967159445496
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,all classes (508),hamming_loss,0.31352694447869633
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,all classes (508),hamming_loss_baseline_positive_rate,0.05739341307168819
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,train-active ∩ test-active,average_precision,0.40239756884658445
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,train-active ∩ test-active,roc_auc,0.6498990660656567
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,train-active ∩ test-active,macro_f1,0.08357319666429962
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,train-active ∩ test-active,macro_precision,0.08614042463750005
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,train-active ∩ test-active,macro_recall,0.09859057336036309
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,train-active ∩ test-active,micro_f1,0.16920516441396005
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,train-active ∩ test-active,micro_precision,0.5519907864429089
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,train-active ∩ test-active,micro_recall,0.0999166120674251
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,train-active ∩ test-active,hamming_loss,0.26417454475475693
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,3,train-active ∩ test-active,hamming_loss_baseline_positive_rate,0.2692421800453842
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,all classes (508),average_precision,0.3250003326090541
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,all classes (508),roc_auc,0.5329299130613323
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,all classes (508),macro_f1,0.042665400628523406
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,all classes (508),macro_precision,0.034169344091403535
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,all classes (508),macro_recall,0.09114145132766392
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,all classes (508),micro_f1,0.12264668537300331
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,all classes (508),micro_precision,0.07241963401427289
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,all classes (508),micro_recall,0.40022507545142977
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,all classes (508),hamming_loss,0.32863593393107743
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,all classes (508),hamming_loss_baseline_positive_rate,0.05739341307168819
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,train-active ∩ test-active,average_precision,0.3630440876448725
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,train-active ∩ test-active,roc_auc,0.586770722247654
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,train-active ∩ test-active,macro_f1,0.08278527189737755
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,train-active ∩ test-active,macro_precision,0.0872509538811847
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,train-active ∩ test-active,macro_recall,0.10627355749824188
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,train-active ∩ test-active,micro_f1,0.1690042773301502
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,train-active ∩ test-active,micro_precision,0.5122098281579741
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,train-active ∩ test-active,micro_recall,0.10119721246053964
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,train-active ∩ test-active,hamming_loss,0.2679431975816475
kidney-nnpu-masked30__cfg_5c63c9c8e1d1,0006_masked30,4,train-active ∩ test-active,hamming_loss_baseline_positive_rate,0.2692421800453842
