variant,repetition,class_index,quintile,average_precision
0000,2,36.0,2,0.4503153722048989
0000,2,57.0,1,0.11392189924948758
0000,2,82.0,4,0.3292799780059428
0000,2,105.0,1,0.1590483058473175
0000,2,106.0,1,0.48277940400846614
0000,2,124.0,4,0.854246280643355
0000,2,126.0,0,0.3290850008906405
0000,2,130.0,4,0.8974408512645083
0000,2,135.0,4,0.999858026917603
0000,2,142.0,4,0.9687364878473154
0000,2,173.0,4,0.8118811716300118
0000,2,175.0,3,0.21771593056803226
0000,2,177.0,0,0.2702755217763223
0000,2,179.0,0,0.00046309400993600313
0000,2,187.0,0,0.053180636275730074
0000,2,214.0,4,0.794161636995937
0000,2,218.0,3,0.21658760285748835
0000,2,219.0,3,0.20288556279067907
0000,2,263.0,2,0.08984718352621993
0000,2,326.0,4,0.3576137810979823
0000,2,335.0,3,0.22294630042218253
0000,2,340.0,4,0.45413695919102026
0000,2,357.0,1,0.37237564355446806
0000,2,372.0,4,0.415367098719815
0000,2,387.0,2,0.36967805683467947
0000,2,394.0,4,0.48516136739133137
0000,2,447.0,4,0.3901433436588718
0000,2,461.0,2,0.6395156478860143
0000,2,490.0,1,0.5603545402538735
0000,2,493.0,3,0.6805888193372425
0000,3,24.0,1,0.260995836663346
0000,3,36.0,2,0.41944587921712356
0000,3,57.0,1,0.0986885819129359
0000,3,82.0,4,0.39685512591215105
0000,3,105.0,1,0.3864925062808356
0000,3,106.0,1,0.19098777956551669
0000,3,124.0,4,0.7624064092222371
0000,3,126.0,0,0.3272487619831791
0000,3,130.0,4,0.971130995411924
0000,3,135.0,4,1.0
0000,3,142.0,4,0.7400072296162244
0000,3,173.0,4,0.7304999421866862
0000,3,175.0,3,0.2806527373422165
0000,3,177.0,0,0.2693632818536202
0000,3,179.0,0,0.0004422969093458127
0000,3,187.0,0,0.5058108553269001
0000,3,214.0,4,0.9595074221248465
0000,3,218.0,3,0.2819724896137784
0000,3,219.0,3,0.2536095168920657
0000,3,263.0,2,0.2262613863573574
0000,3,326.0,4,0.20216284580510413
0000,3,335.0,3,0.30910622088052864
0000,3,340.0,4,0.5716422149500578
0000,3,357.0,1,0.28181612026336444
0000,3,372.0,4,0.39508417779118427
0000,3,387.0,2,0.35247484315157257
0000,3,394.0,4,0.48031168527678025
0000,3,447.0,4,0.5225328976488384
0000,3,461.0,2,0.40557407016032476
0000,3,490.0,1,0.9389839125524286
0000,3,493.0,3,0.7126125897849139
0000,4,24.0,1,0.3278485053933756
0000,4,36.0,2,0.2883215129338556
0000,4,57.0,1,0.1030013877749101
0000,4,82.0,4,0.41459592619610897
0000,4,105.0,1,0.5124244400497376
0000,4,106.0,1,0.3150247597986512
0000,4,124.0,4,0.9462608873339953
0000,4,126.0,0,0.5773415564007843
0000,4,130.0,4,0.9596190781773808
0000,4,135.0,4,0.9998489858751167
0000,4,142.0,4,0.9370901591531343
0000,4,173.0,4,0.9612175500621635
0000,4,175.0,3,0.3022648422551599
0000,4,177.0,0,0.4548182889702628
0000,4,179.0,0,0.00043266703508511816
