variant,repetition,class_index,quintile,average_precision
0007,2,179.0,0,0.000422638762966447
0007,2,187.0,0,0.0027346438217478474
0007,2,214.0,4,0.8852986422303796
0007,2,218.0,3,0.2624143477662461
0007,2,219.0,3,0.2559762068627276
0007,2,263.0,2,0.10308929753111347
0007,2,326.0,4,0.06444564646902955
0007,2,335.0,3,0.2612583684212596
0007,2,340.0,4,0.08648011635537577
0007,2,357.0,1,0.3981284906867468
0007,2,372.0,4,0.3173082787250291
0007,2,387.0,2,0.7041264791609491
0007,2,394.0,4,0.3379428331640272
0007,2,447.0,4,0.3466367242165073
0007,2,461.0,2,0.44454313320003863
0007,2,490.0,1,0.9270849086627605
0007,2,493.0,3,0.6870368461215148
0007,3,24.0,1,0.12711477807577384
0007,3,36.0,2,0.5388273141337844
0007,3,57.0,1,0.2064524821916956
0007,3,82.0,4,0.35602589563697795
0007,3,105.0,1,0.4782754549078673
0007,3,106.0,1,0.1541149440632045
0007,3,124.0,4,0.3976322138165212
0007,3,126.0,0,0.6126886197688501
0007,3,130.0,4,0.7083354392322412
0007,3,135.0,4,0.7290942160936369
0007,3,142.0,4,0.95860824503623
0007,3,173.0,4,0.5336967604127334
0007,3,175.0,3,0.24793832510759017
0007,3,177.0,0,0.25798153055854733
0007,3,179.0,0,0.0004243048785991991
0007,3,187.0,0,0.6881896551724138
0007,3,214.0,4,0.7940494745829697
0007,3,218.0,3,0.2491940056858924
0007,3,219.0,3,0.2461216488950026
0007,3,263.0,2,0.10302928264035915
0007,3,326.0,4,0.1434607198006115
0007,3,335.0,3,0.25248374890996345
0007,3,340.0,4,0.22711074331327663
0007,3,357.0,1,0.3981749640340836
0007,3,372.0,4,0.2950919069534568
0007,3,387.0,2,0.6970936288399141
0007,3,394.0,4,0.31781202597488495
0007,3,447.0,4,0.32307707428781585
0007,3,461.0,2,0.5199735004663096
0007,3,490.0,1,0.9289288772554267
0007,3,493.0,3,0.6780994087800214
0007,4,24.0,1,0.11245975801052323
0007,4,36.0,2,0.6680881654581978
0007,4,57.0,1,0.20998887111172534
0007,4,82.0,4,0.3280957492652647
0007,4,105.0,1,0.6488254946634641
0007,4,106.0,1,0.31844848979783796
0007,4,124.0,4,0.28612841020515556
0007,4,126.0,0,0.7643994114099408
0007,4,130.0,4,0.6415093882280642
0007,4,135.0,4,0.36160119049214634
0007,4,142.0,4,0.9007546563613484
0007,4,173.0,4,0.2696594314907117
0007,4,175.0,3,0.243523379303164
0007,4,177.0,0,0.2518471751820985
0007,4,179.0,0,0.00040905915539867204
0007,4,187.0,0,0.002711276724733759
0007,4,214.0,4,0.29220773907916525
0007,4,218.0,3,0.24274938690522133
0007,4,219.0,3,0.2341074533773401
0007,4,263.0,2,0.09235166083353606
0007,4,326.0,4,0.18472257914809423
0007,4,335.0,3,0.24092676478304748
0007,4,340.0,4,0.11845481312519326
0007,4,357.0,1,0.38835554421685303
0007,4,372.0,4,0.2666301370240216
0007,4,387.0,2,0.6690368609770132
0007,4,394.0,4,0.2939049779594561
0007,4,447.0,4,0.3004910488466304
0007,4,461.0,2,0.5991667513761217
0007,4,490.0,1,0.9515357392191246
0007,4,493.0,3,0.6936333468564395
0008,0,24.0,1,0.1030440069466134
0008,0,36.0,2,0.6064693421456517
0008,0,57.0,1,0.2280678133638361
0008,0,82.0,4,0.3445760427232648
0008,0,105.0,1,0.476954187719381
0008,0,106.0,1,0.31304145833529207
0008,0,124.0,4,0.49000648356608156
0008,0,126.0,0,0.26635074013915117
0008,0,130.0,4,0.8263117911270528
0008,0,135.0,4,0.7676726140749164
0008,0,142.0,4,0.8039213329124155
0008,0,173.0,4,0.6538308109295382
0008,0,175.0,3,0.25260522041871486
0008,0,177.0,0,0.24841744903951865
0008,0,179.0,0,0.0004094586842979199
0008,0,187.0,0,0.0018624044094032594
0008,0,214.0,4,0.7940116215002702
0008,0,218.0,3,0.24664169910523134
0008,0,219.0,3,0.24106849517298937
0008,0,263.0,2,0.08207081996503489
0008,0,326.0,4,0.17715419636003207
0008,0,335.0,3,0.24842843646384527
0008,0,340.0,4,0.1768947509585443
0008,0,357.0,1,0.3934709317454399
0008,0,372.0,4,0.8604870990330874
0008,0,387.0,2,0.6080729448338968
0008,0,394.0,4,0.8849017358533067
0008,0,447.0,4,0.8344870131288219
0008,0,461.0,2,0.5428705123330732
0008,0,490.0,1,0.9148524816403165
0008,0,493.0,3,0.7004368312812197
0008,1,24.0,1,0.11349359537210858
0008,1,36.0,2,0.6136443423714129
0008,1,57.0,1,0.21289400705235906
0008,1,82.0,4,0.3496011274145813
0008,1,105.0,1,0.3860768095385138
0008,1,106.0,1,0.2474782315905474
0008,1,124.0,4,0.5299017547543166
0008,1,126.0,0,0.24829461746731973
0008,1,130.0,4,0.7303685407786971
0008,1,135.0,4,0.6769914995636238
0008,1,142.0,4,0.7094998088435259
0008,1,173.0,4,0.5136131672337192
0008,1,175.0,3,0.2663286440180026
0008,1,177.0,0,0.2469238858801683
0008,1,179.0,0,0.00041612152411248256
0008,1,187.0,0,0.0038974171746510005
0008,1,214.0,4,0.7239347871998648
0008,1,218.0,3,0.2592658940146241
0008,1,219.0,3,0.255545580447224
0008,1,263.0,2,0.08109371881904734
0008,1,326.0,4,0.11300031076368913
0008,1,335.0,3,0.2607701375015152
0008,1,340.0,4,0.15414446699750362
0008,1,357.0,1,0.40840775891352205
0008,1,372.0,4,0.3438623988345095
0008,1,387.0,2,0.6236215811090974
0008,1,394.0,4,0.33235302676138845
0008,1,447.0,4,0.36486655218002817
0008,1,461.0,2,0.5313575369399111
0008,1,490.0,1,0.7530969251811285
0008,1,493.0,3,0.7019175140913945
0008,2,24.0,1,0.17746820374788888
0008,2,36.0,2,0.6735043248066964
0008,2,57.0,1,0.21257771095715788
0008,2,82.0,4,0.3633702147135278
0008,2,105.0,1,0.5624418390325157
0008,2,106.0,1,0.12405326386312507
0008,2,124.0,4,0.7856128428201932
0008,2,126.0,0,0.25375917069764303
0008,2,130.0,4,0.8463694517670051
0008,2,135.0,4,0.8479154665572489
0008,2,142.0,4,0.8542291001584935
0008,2,173.0,4,0.8346923785698145
0008,2,175.0,3,0.2711929005674701
0008,2,177.0,0,0.2574196296567983
0008,2,179.0,0,0.0004026174458471106
0008,2,187.0,0,0.0021649935128562185
0008,2,214.0,4,0.9202819408270351
0008,2,218.0,3,0.2611380617830243
0008,2,219.0,3,0.25742317254057234
0008,2,263.0,2,0.09263461473490003
0008,2,326.0,4,0.04234884212430727
0008,2,335.0,3,0.26628811663914426
0008,2,340.0,4,0.09548104210498162
0008,2,357.0,1,0.43529569515955246
0008,2,372.0,4,0.9233096878456398
0008,2,387.0,2,0.6616144461853564
0008,2,394.0,4,0.8095579764942465
0008,2,447.0,4,0.8564455477409575
0008,2,461.0,2,0.5424622152986961
0008,2,490.0,1,0.9318171678788086
0008,2,493.0,3,0.6946219851420871
0008,3,24.0,1,0.13112753084048437
0008,3,36.0,2,0.5465564258687041
0008,3,57.0,1,0.21512559184269053
0008,3,82.0,4,0.3612559616095614
0008,3,105.0,1,0.4605823066907176
0008,3,106.0,1,0.20635031339769486
0008,3,124.0,4,0.5510278925126472
0008,3,126.0,0,0.2534020013809677
0008,3,130.0,4,0.6489559264845022
0008,3,135.0,4,0.6303142979302501
0008,3,142.0,4,0.7956944747827199
0008,3,173.0,4,0.6028698699347481
0008,3,175.0,3,0.27780085824359524
0008,3,177.0,0,0.24243969114350658
0008,3,179.0,0,0.00044749835286717656
0008,3,187.0,0,0.2733084651737076
0008,3,214.0,4,0.6749430815167009
0008,3,218.0,3,0.26500553430221246
0008,3,219.0,3,0.26332112214558484
0008,3,263.0,2,0.10486180255395948
0008,3,326.0,4,0.1240381439030838
0008,3,335.0,3,0.2701032819230303
0008,3,340.0,4,0.14262937933327177
0008,3,357.0,1,0.435438352780936
0008,3,372.0,4,0.813294469872875
0008,3,387.0,2,0.5985350586673314
0008,3,394.0,4,0.8127514575584304
0008,3,447.0,4,0.7546699753930568
0008,3,461.0,2,0.5615636246322081
0008,3,490.0,1,0.9405856456757788
0008,3,493.0,3,0.6855296871411044
0008,4,24.0,1,0.1866768694624326
0008,4,36.0,2,0.6891050766623924
0008,4,57.0,1,0.1773009510069844
0008,4,82.0,4,0.33497543544709507
0008,4,105.0,1,0.5944624255777394
0008,4,106.0,1,0.3264092168833408
0008,4,124.0,4,0.6128187783720149
0008,4,126.0,0,0.25219759247035267
0008,4,130.0,4,0.6530325920866316
0008,4,135.0,4,0.6455896995672463
0008,4,142.0,4,0.6025551937525541
0008,4,173.0,4,0.6520169482293827
0008,4,175.0,3,0.2520742944976134
0008,4,177.0,0,0.23971380563396855
0008,4,179.0,0,0.0004181578286735129
0008,4,187.0,0,0.0020191578802416592
0008,4,214.0,4,0.7033797053762215
0008,4,218.0,3,0.24529067720437409
0008,4,219.0,3,0.23844315309779043
0008,4,263.0,2,0.10257868148357938
0008,4,326.0,4,0.037319184371451805
0008,4,335.0,3,0.24700493764154693
0008,4,340.0,4,0.07121071621895908
0008,4,357.0,1,0.41612353562841015
0008,4,372.0,4,0.4650687435207982
0008,4,387.0,2,0.6335281600535841
0008,4,394.0,4,0.4224766528424567
0008,4,447.0,4,0.4675109977859596
0008,4,461.0,2,0.6245760261466492
0008,4,490.0,1,0.9324546942726856
0008,4,493.0,3,0.6898894663547162
0011,0,24.0,1,0.1807232520450474
0011,0,36.0,2,0.4328026331379785
0011,0,57.0,1,0.14392223007414195
0011,0,82.0,4,0.39488741999002336
0011,0,105.0,1,0.7602431703085223
0011,0,106.0,1,0.28683886962273636
0011,0,124.0,4,0.903148161367188
0011,0,126.0,0,0.379257474475274
0011,0,130.0,4,0.8666852585223701
0011,0,135.0,4,0.997640791826464
0011,0,142.0,4,0.9603891515697479
0011,0,173.0,4,0.9001114807876629
0011,0,175.0,3,0.26396535357565876
0011,0,177.0,0,0.25135098720268356
0011,0,179.0,0,0.0006116359871300583
0011,0,187.0,0,0.10406817271242334
0011,0,214.0,4,0.8776898723409624
0011,0,218.0,3,0.3457947643903169
0011,0,219.0,3,0.3415027211899531
0011,0,263.0,2,0.0978635598085071
0011,0,326.0,4,0.3206655044511756
0011,0,335.0,3,0.5525214287478697
0011,0,340.0,4,0.5023374307131713
0011,0,357.0,1,0.47427473803852843
0011,0,372.0,4,0.6929376277230167
0011,0,387.0,2,0.3975877690579002
0011,0,394.0,4,0.6901171566614622
0011,0,447.0,4,0.708551372496809
0011,0,461.0,2,0.6829590216080761
0011,0,490.0,1,0.8838074132513315
0011,0,493.0,3,0.6797426604495072
0011,1,24.0,1,0.20019751542308792
0011,1,36.0,2,0.6835277203301449
0011,1,57.0,1,0.2113086355043368
0011,1,82.0,4,0.482842862132306
0011,1,105.0,1,0.3390313229793267
0011,1,106.0,1,0.16286956359177043
0011,1,124.0,4,0.8475095848126899
0011,1,126.0,0,0.6927058977756261
0011,1,130.0,4,0.988417787495326
0011,1,135.0,4,0.9997189406623205
0011,1,142.0,4,0.9218460777316624
0011,1,173.0,4,0.7284150926859021
0011,1,175.0,3,0.21128960605620473
0011,1,177.0,0,0.8322016379764139
0011,1,179.0,0,0.005479822243574345
0011,1,187.0,0,0.001416806359066407
0011,1,214.0,4,0.7813453008752289
0011,1,218.0,3,0.2416194475427216
0011,1,219.0,3,0.2281496743967867
0011,1,263.0,2,0.10891373174222604
0011,1,326.0,4,0.3919620317369973
0011,1,335.0,3,0.27203415882184356
0011,1,340.0,4,0.4314828924518488
0011,1,357.0,1,0.5489272233964234
0011,1,372.0,4,0.5269511512078562
0011,1,387.0,2,0.5122661031417118
0011,1,394.0,4,0.5636115485414674
0011,1,447.0,4,0.652170526595586
0011,1,461.0,2,0.670126482855621
0011,1,490.0,1,0.8340539659404359
0011,1,493.0,3,0.6754731580212026
0011,2,24.0,1,0.328043233418539
0011,2,36.0,2,0.28786591929338445
0011,2,57.0,1,0.17770452440875428
0011,2,82.0,4,0.44304389149472667
0011,2,105.0,1,0.16226231784979273
0011,2,106.0,1,0.2521966416063333
0011,2,124.0,4,0.9617448455616866
0011,2,126.0,0,0.5774308643901469
0011,2,130.0,4,0.9646337502457379
0011,2,135.0,4,1.0
0011,2,142.0,4,0.9709747488082997
0011,2,173.0,4,0.9623070225243018
0011,2,175.0,3,0.35071741972642867
0011,2,177.0,0,0.49564921000158163
0011,2,179.0,0,0.0010839892211115113
0011,2,187.0,0,0.34556115526264775
0011,2,214.0,4,0.9515827795446372
0011,2,218.0,3,0.4847573619468133
0011,2,219.0,3,0.2868115834155039
0011,2,263.0,2,0.1151967844975881
0011,2,326.0,4,0.2906472490884423
0011,2,335.0,3,0.6535750552136855
0011,2,340.0,4,0.4897983634787374
0011,2,357.0,1,0.40340325355293427
0011,2,372.0,4,0.4203944643890823
0011,2,387.0,2,0.4069657152434626
0011,2,394.0,4,0.5049530376972658
0011,2,447.0,4,0.5351735718204907
0011,2,461.0,2,0.6642298316719343
0011,2,490.0,1,0.37599066282817895
0011,2,493.0,3,0.6793727406275705
0011,3,24.0,1,0.2438623478767851
0011,3,36.0,2,0.41588783143052965
0011,3,57.0,1,0.151646241447797
0011,3,82.0,4,0.5104549323078511
0011,3,105.0,1,0.4449670715543888
0011,3,106.0,1,0.40848509170931296
0011,3,124.0,4,0.9366514031502677
0011,3,126.0,0,0.6113441474668146
0011,3,130.0,4,0.8663479482123457
0011,3,135.0,4,0.9999806877653834
0011,3,142.0,4,0.9328310313782967
0011,3,173.0,4,0.9486582314775968
0011,3,175.0,3,0.30744247955632603
0011,3,177.0,0,0.4255509763262584
0011,3,179.0,0,0.0008060304001600693
0011,3,187.0,0,0.0017382812238575483
0011,3,214.0,4,0.9553736346228595
0011,3,218.0,3,0.3049109898196929
0011,3,219.0,3,0.2964743975593822
0011,3,263.0,2,0.08985284684193626
0011,3,326.0,4,0.36139620489530067
0011,3,335.0,3,0.34428920495316523
0011,3,340.0,4,0.591958662601561
0011,3,357.0,1,0.5776990561986688
0011,3,372.0,4,0.4394892515985235
0011,3,387.0,2,0.32295887753289293
0011,3,394.0,4,0.5183408117093082
0011,3,447.0,4,0.6017840356981264
0011,3,461.0,2,0.6523348510963141
0011,3,490.0,1,0.9213587067171576
0011,3,493.0,3,0.6937557222377829
0011,4,24.0,1,0.3886917310447368
0011,4,36.0,2,0.44584941255631305
0011,4,57.0,1,0.14090008719930774
0011,4,82.0,4,0.49390396711608875
0011,4,105.0,1,0.30729953949710986
0011,4,106.0,1,0.2757966136705831
0011,4,124.0,4,0.8896819486635159
0011,4,126.0,0,0.6200180513760503
0011,4,130.0,4,0.825069649281968
0011,4,135.0,4,0.9246394903349096
0011,4,142.0,4,0.8993269549247994
0011,4,173.0,4,0.9307716376597448
0011,4,175.0,3,0.29132632650195067
0011,4,177.0,0,0.48541381954390106
0011,4,179.0,0,0.0005670944500731735
0011,4,187.0,0,0.5630506607929515
0011,4,214.0,4,0.9475257846226746
0011,4,218.0,3,0.27233888383320326
0011,4,219.0,3,0.2941211218238407
0011,4,263.0,2,0.16362120266074734
0011,4,326.0,4,0.24329592513256126
0011,4,335.0,3,0.4532419517644641
0011,4,340.0,4,0.3919418406248316
0011,4,357.0,1,0.47750948536784277
0011,4,372.0,4,0.859476478966148
0011,4,387.0,2,0.3952108636885596
0011,4,394.0,4,0.8502145802482749
0011,4,447.0,4,0.8113433771007297
0011,4,461.0,2,0.6654247107174479
0011,4,490.0,1,0.7357848954578661
0011,4,493.0,3,0.6813061704658931
0012,0,24.0,1,0.31436469013875584
0012,0,36.0,2,0.3613474275507146
0012,0,57.0,1,0.1641644220408141
0012,0,82.0,4,0.6209053884862197
0012,0,105.0,1,0.33120702179119976
0012,0,106.0,1,0.16896412970570934
0012,0,124.0,4,0.9121722328828996
0012,0,126.0,0,0.676077005126196
0012,0,130.0,4,0.941251132312158
0012,0,135.0,4,0.8988216093869592
0012,0,142.0,4,0.9819668831890216
0012,0,173.0,4,0.9199081450613067
0012,0,175.0,3,0.6951740953648793
0012,0,177.0,0,0.7422909088464305
0012,0,179.0,0,0.003252453883905906
0012,0,187.0,0,0.0007222166567116653
0012,0,214.0,4,0.9529609107969276
0012,0,218.0,3,0.7465214728264502
0012,0,219.0,3,0.7400385756640927
0012,0,263.0,2,0.08993976359652632
0012,0,326.0,4,0.0524250388815939
0012,0,335.0,3,0.7804490171815681
0012,0,340.0,4,0.09656081070433131
0012,0,357.0,1,0.45093490528771313
0012,0,372.0,4,0.9314209017401337
0012,0,387.0,2,0.4366713129384855
0012,0,394.0,4,0.9111652309056015
0012,0,447.0,4,0.9048020221102727
0012,0,461.0,2,0.6873759318766918
0012,0,490.0,1,0.88028862660836
0012,0,493.0,3,0.6790956273824518
0012,1,24.0,1,0.2658966247647638
0012,1,36.0,2,0.22609910602137953
0012,1,57.0,1,0.2115534661132817
0012,1,82.0,4,0.5179858431626987
0012,1,105.0,1,0.30715445945222797
0012,1,106.0,1,0.22392686251933186
0012,1,124.0,4,0.9790659559341788
0012,1,126.0,0,0.5935714567854157
0012,1,130.0,4,0.9923239545319456
0012,1,135.0,4,0.9998167307961295
0012,1,142.0,4,0.9750853967216008
0012,1,173.0,4,0.9589863248262146
0012,1,175.0,3,0.29505568541263055
0012,1,177.0,0,0.5987997979774418
0012,1,179.0,0,0.002859464479182789
0012,1,187.0,0,0.0010759017559275022
0012,1,214.0,4,0.9878941232929548
0012,1,218.0,3,0.2503103153097863
0012,1,219.0,3,0.23939896566991015
0012,1,263.0,2,0.0895772391675059
0012,1,326.0,4,0.04825831962262009
0012,1,335.0,3,0.27117751016470687
0012,1,340.0,4,0.07507998786434597
0012,1,357.0,1,0.35916382127555313
0012,1,372.0,4,0.5722631348434043
0012,1,387.0,2,0.44342568097384716
0012,1,394.0,4,0.7026200722008883
0012,1,447.0,4,0.7856770317963764
0012,1,461.0,2,0.6661779394709089
0012,1,490.0,1,0.7752342588397089
0012,1,493.0,3,0.6855277637613293
0012,2,24.0,1,0.32885882343807177
0012,2,36.0,2,0.3677371971388091
0012,2,57.0,1,0.19528614393603602
0012,2,82.0,4,0.3608458755598993
0012,2,105.0,1,0.3428223727964481
0012,2,106.0,1,0.35822017500878356
0012,2,124.0,4,0.9322057797145453
0012,2,126.0,0,0.26284461965561734
0012,2,130.0,4,0.8926915472371639
0012,2,135.0,4,0.9602538208768095
0012,2,142.0,4,0.9718090513490272
0012,2,173.0,4,0.8657394317447776
0012,2,175.0,3,0.2424670313853794
0012,2,177.0,0,0.2268171106021954
0012,2,179.0,0,0.0005428173116823513
0012,2,187.0,0,0.021089253760216666
0012,2,214.0,4,0.9537530545091707
0012,2,218.0,3,0.22921567463360717
0012,2,219.0,3,0.2270749937954784
0012,2,263.0,2,0.1472693776871018
0012,2,326.0,4,0.08810496666527429
0012,2,335.0,3,0.26223270424770767
0012,2,340.0,4,0.13923178507550546
0012,2,357.0,1,0.35255202232896016
0012,2,372.0,4,0.8832813593225111
0012,2,387.0,2,0.15369078844607614
0012,2,394.0,4,0.847122347283252
0012,2,447.0,4,0.8655917546715381
0012,2,461.0,2,0.6521699514368555
0012,2,490.0,1,0.8151201450099882
0012,2,493.0,3,0.6895837416221141
0012,3,24.0,1,0.2808244526419015
0012,3,36.0,2,0.3246443833713932
0012,3,57.0,1,0.1483297664538758
0012,3,82.0,4,0.6275385014546331
0012,3,105.0,1,0.4026119714414771
0012,3,106.0,1,0.38827584132816684
0012,3,124.0,4,0.7561617439859247
0012,3,126.0,0,0.6016610866479339
0012,3,130.0,4,0.8827966553341684
0012,3,135.0,4,0.8690974203356896
0012,3,142.0,4,0.9841518879972245
0012,3,173.0,4,0.8093108218612495
0012,3,175.0,3,0.5177758830592721
0012,3,177.0,0,0.748936322497483
0012,3,179.0,0,0.0025085337778836233
0012,3,187.0,0,0.0007636458724673502
0012,3,214.0,4,0.8432463097319971
0012,3,218.0,3,0.33376165866846147
0012,3,219.0,3,0.33686881158502385
0012,3,263.0,2,0.07644835214410556
0012,3,326.0,4,0.27234762212268393
0012,3,335.0,3,0.5206382640466867
0012,3,340.0,4,0.10205680203929257
0012,3,357.0,1,0.48903117876079044
0012,3,372.0,4,0.8756530988319784
0012,3,387.0,2,0.38243607118390566
0012,3,394.0,4,0.9307549891987286
0012,3,447.0,4,0.9330146628426659
0012,3,461.0,2,0.6797359653002438
0012,3,490.0,1,0.8805939198182462
0012,3,493.0,3,0.7169107649864785
0012,4,24.0,1,0.3295757609193491
0012,4,36.0,2,0.3399666060563383
0012,4,57.0,1,0.13362354403805515
0012,4,82.0,4,0.37067616218182475
0012,4,105.0,1,0.35408043726355026
0012,4,106.0,1,0.28540239441673637
0012,4,124.0,4,0.8471620828067261
0012,4,126.0,0,0.5563388295920836
0012,4,130.0,4,0.7930794472417171
0012,4,135.0,4,0.8903397429592728
0012,4,142.0,4,0.9730791195037187
0012,4,173.0,4,0.8546518339092819
0012,4,175.0,3,0.24531149791378107
0012,4,177.0,0,0.6287225625561291
0012,4,179.0,0,0.003067513526229123
0012,4,187.0,0,0.0012300462515469797
0012,4,214.0,4,0.9014267596449628
0012,4,218.0,3,0.20924101553996427
0012,4,219.0,3,0.21615134081757773
0012,4,263.0,2,0.09724736383337165
0012,4,326.0,4,0.20265811322798194
0012,4,335.0,3,0.24952106152576875
0012,4,340.0,4,0.23155700030007598
0012,4,357.0,1,0.5060374061657772
0012,4,372.0,4,0.7493310073664645
0012,4,387.0,2,0.3647414282698681
0012,4,394.0,4,0.6681068323185348
0012,4,447.0,4,0.8541691180535945
0012,4,461.0,2,0.7089172085957284
0012,4,490.0,1,0.8222496016733805
0012,4,493.0,3,0.6923124261734601
