campaign,variant,repetition,class_index,prior,estimator
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,200,0.000670580891892314,6.298884545685723e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,207,0.03625607490539551,-0.014734186232089996
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,214,0.38160520792007446,-0.8722323179244995
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,218,0.25249606370925903,-0.6699692010879517
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,219,0.2759663760662079,-0.7743885517120361
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,231,0.3566149175167084,-0.978459358215332
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,232,0.037194885313510895,-0.020907171070575714
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,233,0.037016063928604126,-0.020045511424541473
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,237,0.0004470539279282093,5.0752907554851845e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,243,0.04412422329187393,0.028188973665237427
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,250,0.0003576431190595031,5.505103035829961e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,251,0.21181413531303406,-0.1749030351638794
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,255,0.03625607490539551,-0.014659423381090164
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,256,0.02583971619606018,0.0032585924491286278
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,261,0.17949214577674866,-0.2135346531867981
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,263,0.10277768969535828,0.09161362051963806
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,269,0.205510675907135,-0.13533520698547363
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,271,0.33050695061683655,-0.9406260251998901
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,273,0.3394927382469177,-1.002827525138855
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,291,0.05150061100721359,0.04285665601491928
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,292,0.12575626373291016,0.07364609837532043
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,295,0.09786010533571243,0.058539651334285736
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,298,0.32138705253601074,-0.9255555868148804
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,309,0.3636336326599121,-1.097825050354004
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,310,0.07385330647230148,-0.5900410413742065
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,316,0.36461716890335083,-1.1101137399673462
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,318,0.37101003527641296,-1.074574589729309
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,319,0.3626501262187958,-0.9893747568130493
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,320,0.30667901039123535,-0.9273290634155273
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,323,0.3597889840602875,-1.1029220819473267
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,326,0.3728429675102234,-0.5362703800201416
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,327,0.016362173482775688,0.006434440612792969
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,328,0.037373706698417664,0.031135786324739456
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,330,0.0004470539279282093,6.07963083893992e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,331,0.128662109375,0.0598013661801815
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,332,0.006124638486653566,0.0018740784144029021
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,334,0.17908979952335358,-0.2500361204147339
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,335,0.3109707236289978,-0.9193344116210938
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,337,0.029013797640800476,0.016300998628139496
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,338,0.35518431663513184,-0.9739619493484497
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,339,0.05981581658124924,0.042076416313648224
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,340,0.421705961227417,-0.795831561088562
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,341,0.021235061809420586,-0.02552684023976326
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,342,0.3590736985206604,-0.9444502592086792
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,343,0.2627335786819458,-0.7374035120010376
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,344,0.37928053736686707,-0.7539951801300049
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,347,0.34897029399871826,-0.49995851516723633
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,350,0.3014484643936157,-0.8847006559371948
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,353,0.004738771356642246,0.0006460266886278987
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,354,0.3365868926048279,-0.9809761047363281
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,356,0.22218579053878784,-0.5141281485557556
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,357,0.023067982867360115,0.011963307857513428
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,359,0.2884838879108429,-0.8171068429946899
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,360,0.0003576431190595031,6.827562174294144e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,361,0.3362739682197571,-1.0326467752456665
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,362,0.07193097472190857,0.03282102942466736
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,366,0.28526511788368225,-0.8147999048233032
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,367,0.2549101412296295,-0.6945300102233887
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,368,0.3541114032268524,-0.8962634801864624
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,369,0.007108157034963369,0.001687387004494667
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,370,0.17712275683879852,-0.13075938820838928
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,371,0.34821030497550964,-0.8859753608703613
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,372,0.46162790060043335,-1.291003942489624
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,373,0.005141119938343763,0.0012613233411684632
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,374,0.36059367656707764,-0.9714679718017578
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,376,0.27033349871635437,-0.7829480171203613
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,380,0.11846928298473358,0.029549218714237213
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,384,0.21574822068214417,-0.36993569135665894
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,387,0.20600244402885437,0.03601568937301636
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,394,0.4501385986804962,-1.3855884075164795
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,399,0.271093487739563,-0.7849748730659485
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,400,0.025347955524921417,0.014531144872307777
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,401,0.27972161769866943,-0.8009830117225647
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,402,0.14877954125404358,-0.12608259916305542
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,403,0.2817333936691284,-0.7663850784301758
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,404,0.29067444801330566,-0.8988415598869324
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,408,0.2569218873977661,-0.6989021301269531
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,409,0.07170744985342026,0.05599753186106682
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,410,0.31271421909332275,-0.9258725643157959
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,411,0.34803149104118347,-0.9293844699859619
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,412,0.0024140910245478153,0.0002527005854062736
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,413,0.36591362953186035,-0.9908721446990967
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,414,0.24261614680290222,-0.6227831244468689
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,417,0.34767383337020874,-0.8863407373428345
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,418,0.24199028313159943,-0.6070547699928284
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,419,0.3460644483566284,-0.9748424291610718
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,422,0.3503114581108093,-1.0467201471328735
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,426,0.31262481212615967,-1.0017973184585571
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,429,0.0225762240588665,0.01307917945086956
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,431,0.2787381112575531,-0.8279845714569092
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,434,0.09048371016979218,-0.04058736562728882
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,435,0.28347688913345337,-0.8274639844894409
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,436,0.020251542329788208,0.008106080815196037
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,437,0.16889697313308716,-0.24416080117225647
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,438,0.2934461832046509,-0.8517783880233765
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,439,0.32107412815093994,-0.9086579084396362
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,440,0.32245999574661255,-0.9078758955001831
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,441,0.15284773707389832,0.010910391807556152
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,442,0.3579113483428955,-1.0140331983566284
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,443,0.36770182847976685,-1.0553505420684814
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,444,0.04300658777356148,0.02476232871413231
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,445,0.05579232797026634,0.03218014910817146
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,446,0.02749381586909294,0.01746045984327793
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,447,0.4626114070415497,-1.4947583675384521
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,449,0.2671594023704529,-0.7464837431907654
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,450,0.11171877384185791,0.06792015582323074
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,451,0.0017435102490708232,0.00014450929302256554
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,452,0.02338092029094696,0.008420761674642563
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,453,0.0002682323392946273,4.622276173904538e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,457,0.3169165253639221,-0.8696770668029785
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,459,0.28960153460502625,-0.8843146562576294
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,460,0.037194885313510895,0.026677561923861504
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,461,0.1670193374156952,-0.053544312715530396
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,463,0.21767055988311768,-0.4758622646331787
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,464,0.00415760139003396,0.0006617186591029167
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,465,0.031249068677425385,0.007426036521792412
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,466,0.015512770973145962,0.006724887061864138
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,467,0.009343426674604416,0.003314913483336568
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,468,0.015736298635601997,0.007899540476500988
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,469,0.048058293759822845,0.02836313098669052
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,470,0.07438977062702179,0.03151749446988106
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,471,0.23483741283416748,-0.6176773309707642
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,472,0.005364647135138512,0.0013700640993192792
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,473,0.22482341527938843,-0.42527270317077637
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,475,0.306187242269516,-0.9232915639877319
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,477,0.3631865978240967,-0.9971804618835449
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,478,0.042559534311294556,0.02998833730816841
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,479,0.05159002169966698,0.02970079518854618
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,480,0.275429904460907,-0.8307806253433228
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,481,0.17716747522354126,-0.22547653317451477
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,484,0.0075105056166648865,0.001983964117243886
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,490,0.03612195700407028,-0.015351515263319016
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,491,0.3576878309249878,-1.0087580680847168
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,493,0.3124459981918335,-0.3831667900085449
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,494,0.35138437151908875,-0.9347835779190063
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,498,0.030802013352513313,0.009527722373604774
kidney-architecture-predictive__cfg_529dc0e4494b,0006,1,499,0.030802013352513313,0.009220873937010765
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,2,0.3499538004398346,-1.2278592586517334
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,4,0.3715018033981323,-1.3785284757614136
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,5,0.34038686752319336,-1.0926696062088013
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,7,0.31155186891555786,-1.133590579032898
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,9,0.0348702073097229,-0.008265620097517967
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,10,0.19397668540477753,-0.2394307255744934
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,11,0.19960957765579224,-0.25429731607437134
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,12,0.03527255356311798,-0.008975984528660774
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,14,0.00022352696396410465,5.253473500488326e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,15,0.019759783521294594,0.010070518590509892
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,17,0.19057908654212952,-0.20022988319396973
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,22,0.01198104489594698,0.0053189098834991455
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,24,0.013188090175390244,0.0049712322652339935
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,29,0.0005364646785892546,6.093620686442591e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,32,0.2130211889743805,-0.13603752851486206
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,33,0.0368819460272789,-0.02700519934296608
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,34,0.0009388132020831108,9.072830289369449e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,36,0.05896640941500664,0.05729376897215843
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,43,0.00599052244797349,0.0016207719454541802
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,55,0.00022352696396410465,5.389819489209913e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,57,0.016540994867682457,0.00671346252784133
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,58,9.999999747378752e-05,5.51797857042402e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,62,0.0004917593323625624,5.876432987861335e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,64,0.000670580891892314,6.918232975294814e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,67,0.25187018513679504,-0.7858569622039795
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,72,0.0004023485234938562,5.373840394895524e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,74,0.0003576431190595031,5.728558971895836e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,77,0.00022352696396410465,5.306484308675863e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,82,0.3668077290058136,-1.1407463550567627
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,87,9.999999747378752e-05,4.4018081098329276e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,88,0.0004023485234938562,6.287122232606634e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,95,0.0004023485234938562,6.798197136959061e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,97,0.0368819460272789,-0.011059733107686043
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,98,0.00022352696396410465,6.049854346201755e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,105,0.03522785007953644,-0.007590249180793762
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,106,0.006079932674765587,0.0017217168351635337
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,107,0.005677584558725357,-0.0001785823842510581
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,110,0.001341161783784628,0.00011404830001993105
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,113,0.34119153022766113,-1.1674773693084717
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,119,0.0002682323392946273,4.7320387238869444e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,121,0.00017882155952975154,6.292963371379301e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,122,0.0004470539279282093,5.4208871006267145e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,124,0.38741692900657654,-1.1152193546295166
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,126,0.0008941078558564186,8.62035303725861e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,130,0.4158048629760742,-0.9527362585067749
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,135,0.4206777513027191,-1.3247030973434448
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,138,0.00017882155952975154,5.356374094844796e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,140,0.0004470539279282093,5.708359822165221e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,142,0.46860188245773315,-1.5888214111328125
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,143,9.999999747378752e-05,4.805389471584931e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,145,0.0025035019498318434,0.00031233576009981334
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,148,0.03683724254369736,0.014994841068983078
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,154,0.0004023485234938562,5.7625744375400245e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,157,0.0002682323392946273,4.4370659452397376e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,173,0.4016779065132141,-1.215816855430603
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,175,0.30985307693481445,-1.0515854358673096
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,177,0.0035764314234256744,0.0005037637311033905
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,178,0.0004023485234938562,5.3919051424600184e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,179,0.0007152862381190062,6.603354995604604e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,182,0.12817035615444183,-0.008740991353988647
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,184,0.0004470539279282093,6.536558794323355e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,187,0.00013411616964731365,4.870260090683587e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,189,0.0004917593323625624,6.827675679232925e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,192,0.0002682323392946273,5.6881344789871946e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,194,0.29711201786994934,-1.0112251043319702
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,197,0.3012249171733856,-0.8982032537460327
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,199,0.3719935417175293,-1.2837791442871094
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,200,0.000670580891892314,6.916521670063958e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,207,0.03625607490539551,-0.008714459836483002
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,214,0.38160520792007446,-0.9630715847015381
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,218,0.25249606370925903,-0.7980948090553284
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,219,0.2759663760662079,-0.9160195589065552
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,231,0.3566149175167084,-1.2555408477783203
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,232,0.037194885313510895,-0.028178799897432327
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,233,0.037016063928604126,-0.027359191328287125
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,237,0.0004470539279282093,5.626502024824731e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,243,0.04412422329187393,0.02972063235938549
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,250,0.0003576431190595031,5.271661939332262e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,251,0.21181413531303406,-0.20767974853515625
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,255,0.03625607490539551,-0.00916711799800396
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,256,0.02583971619606018,0.0035364143550395966
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,261,0.17949214577674866,-0.21788844466209412
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,263,0.10277768969535828,0.056554850190877914
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,269,0.205510675907135,-0.16502439975738525
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,271,0.33050695061683655,-1.128945231437683
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,273,0.3394927382469177,-1.2168059349060059
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,291,0.05150061100721359,0.03889996185898781
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,292,0.12575626373291016,0.06633217632770538
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,295,0.09786010533571243,0.057010166347026825
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,298,0.32138705253601074,-1.0959059000015259
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,309,0.3636336326599121,-1.1058512926101685
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,310,0.07385330647230148,-0.4351327419281006
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,316,0.36461716890335083,-1.3120505809783936
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,318,0.37101003527641296,-1.3775516748428345
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,319,0.3626501262187958,-1.2280617952346802
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,320,0.30667901039123535,-1.08758544921875
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,323,0.3597889840602875,-1.2094751596450806
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,326,0.3728429675102234,-0.5932028293609619
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,327,0.016362173482775688,0.00706228893250227
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,328,0.037373706698417664,0.021901194006204605
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,330,0.0004470539279282093,6.095073331380263e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,331,0.128662109375,0.05054427683353424
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,332,0.006124638486653566,0.0017032688483595848
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,334,0.17908979952335358,-0.2849164605140686
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,335,0.3109707236289978,-1.0539343357086182
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,337,0.029013797640800476,0.01718180440366268
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,338,0.35518431663513184,-1.1234755516052246
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,339,0.05981581658124924,0.054362501949071884
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,340,0.421705961227417,-0.8661777973175049
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,341,0.021235061809420586,-0.025437980890274048
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,342,0.3590736985206604,-1.24033522605896
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,343,0.2627335786819458,-0.8722766041755676
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,344,0.37928053736686707,-0.9247927665710449
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,347,0.34897029399871826,-0.6371636390686035
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,350,0.3014484643936157,-1.038047432899475
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,353,0.004738771356642246,0.0008719679899513721
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,354,0.3365868926048279,-1.1031464338302612
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,356,0.22218579053878784,-0.6320939660072327
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,357,0.023067982867360115,0.011323129758238792
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,359,0.2884838879108429,-0.9674086570739746
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,360,0.0003576431190595031,5.981517824693583e-05
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,361,0.3362739682197571,-1.1435152292251587
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,362,0.07193097472190857,0.0288921520113945
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,366,0.28526511788368225,-0.8850839138031006
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,367,0.2549101412296295,-0.8042200207710266
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,368,0.3541114032268524,-1.2779217958450317
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,369,0.007108157034963369,0.0017890615854412317
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,370,0.17712275683879852,-0.14233464002609253
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,371,0.34821030497550964,-1.1821695566177368
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,372,0.46162790060043335,-1.2162771224975586
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,373,0.005141119938343763,0.001257428084500134
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,374,0.36059367656707764,-1.2163376808166504
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,376,0.27033349871635437,-0.910115659236908
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,380,0.11846928298473358,0.048935696482658386
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,384,0.21574822068214417,-0.3834713101387024
kidney-architecture-predictive__cfg_529dc0e4494b,0006,2,387,0.20600244402885437,0.05829319357872009
