variant,order,source_id,kind,sphere_a,sphere_b
m0-reconstruction,0,436,perturbed,0.9923262137507971,-0.12364742416648801
m0-reconstruction,0,453,perturbed,0.8962722183393399,-0.4435043524398366
m0-reconstruction,0,406,perturbed,0.9416505962231047,-0.33659197054099704
m0-reconstruction,0,539,perturbed,0.9540137679817839,-0.2997627903879983
m0-reconstruction,0,436,perturbed,0.9901218992415868,-0.14020921739398223
m0-reconstruction,0,453,perturbed,0.8945339972775765,-0.44699991914384135
m0-reconstruction,0,406,perturbed,0.933661964116679,-0.35815546451476243
m0-reconstruction,0,539,perturbed,0.9700569361172898,-0.24287762492814466
m0-reconstruction,0,436,perturbed,0.9882309519555522,-0.15296923088328226
m0-reconstruction,0,453,perturbed,0.8761988812851388,-0.4819497073706667
m0-reconstruction,0,406,perturbed,0.9346900364995854,-0.35546383173032375
m0-reconstruction,0,539,perturbed,0.9687901694225135,-0.24788224549228532
m0-reconstruction,0,436,perturbed,0.991258126471817,-0.13193682845810467
m0-reconstruction,0,453,perturbed,0.8854232065179746,-0.46478569831636185
m0-reconstruction,0,406,perturbed,0.9395131269087301,-0.34251289664212736
m0-reconstruction,0,539,perturbed,0.9721884985679634,-0.23419975075172222
m0-reconstruction,0,436,perturbed,0.9890342725990404,-0.1476861795310821
m0-reconstruction,0,453,perturbed,0.9035922509443486,-0.4283935620820243
m0-reconstruction,0,406,perturbed,0.9414532917152519,-0.337143440568724
m0-reconstruction,0,539,perturbed,0.9732246485316106,-0.22985600599184483
m0-reconstruction,0,436,perturbed,0.9926248690832256,-0.1212265205205085
m0-reconstruction,0,453,perturbed,0.8774197018288113,-0.47972353167490095
m0-reconstruction,0,406,perturbed,0.9239658595949157,-0.3824749538244674
m0-reconstruction,0,539,perturbed,0.9612146466347433,-0.2758013834172079
m0-reconstruction,0,436,perturbed,0.9926452827546566,-0.12105925253745778
m0-reconstruction,0,453,perturbed,0.8907921659422354,-0.4544109561794706
m0-reconstruction,0,406,perturbed,0.9412054745037828,-0.33783465595481654
m0-reconstruction,0,539,perturbed,0.9686781939197594,-0.24831946485193818
m0-reconstruction,0,436,perturbed,0.997833635383195,-0.06578781116557182
m0-reconstruction,0,453,perturbed,0.8800091788963591,-0.4749566770329226
m0-reconstruction,0,406,perturbed,0.928420689275165,-0.37153064977983624
m0-reconstruction,0,539,perturbed,0.9723981307489694,-0.23332782799295526
m0-reconstruction,0,436,perturbed,0.9940134233161069,-0.10925801694792994
m0-reconstruction,0,453,perturbed,0.8942578705240526,-0.44755207630597216
m0-reconstruction,0,406,perturbed,0.9325386919142543,-0.3610700597984431
m0-reconstruction,0,539,perturbed,0.9771788000531532,-0.21241843782186035
m0-reconstruction,0,436,perturbed,0.990287915247028,-0.13903181260307051
m0-reconstruction,0,453,perturbed,0.89424382958786,-0.44758013052864465
m0-reconstruction,0,406,perturbed,0.9284316851233855,-0.37150317099447583
m0-reconstruction,0,539,perturbed,0.9686034253043865,-0.24861095005773542
m0-reconstruction,0,436,perturbed,0.9943295577097838,-0.10634251579056096
m0-reconstruction,0,453,perturbed,0.8850078436364794,-0.46557611268396143
m0-reconstruction,0,406,perturbed,0.9382009315337594,-0.34609104592460366
m0-reconstruction,0,539,perturbed,0.9749877568295929,-0.22225857471062527
m0-reconstruction,0,436,perturbed,0.9901530363448953,-0.13998915892662714
m0-reconstruction,0,453,perturbed,0.8982424146551394,-0.43950035780930213
m0-reconstruction,0,406,perturbed,0.9387657889618354,-0.34455593664144385
m0-reconstruction,0,539,perturbed,0.9705075876381464,-0.24107057542716742
m0-reconstruction,0,436,perturbed,0.9884040973149765,-0.15184643693866026
m0-reconstruction,0,453,perturbed,0.8868905097767411,-0.46197967884740576
m0-reconstruction,0,406,perturbed,0.9452111107009651,-0.3264597313719532
m0-reconstruction,0,539,perturbed,0.969734663135036,-0.24416118265272704
m0-reconstruction,0,436,perturbed,0.9942838915738619,-0.10676864219768296
m0-reconstruction,0,453,perturbed,0.8937397078016963,-0.44858592788733176
m0-reconstruction,0,406,perturbed,0.9393298752838384,-0.34301513873187683
m0-reconstruction,0,539,perturbed,0.9638015465870896,-0.2666206646086048
m0-reconstruction,0,436,perturbed,0.9904119366284161,-0.1381455601311548
m0-reconstruction,0,453,perturbed,0.8990781454258,-0.4377881775673072
m0-reconstruction,0,406,perturbed,0.9233498938033362,-0.38395959893375203
m0-reconstruction,0,539,perturbed,0.9660971336303685,-0.25817886898657283
m0-reconstruction,0,436,perturbed,0.9887547319684871,-0.14954624706065117
m0-reconstruction,0,453,perturbed,0.8751638077480085,-0.48382673511083174
m0-reconstruction,0,406,perturbed,0.9403746805759554,-0.34014035357726935
m0-reconstruction,0,539,perturbed,0.9672918888109105,-0.2536659256593623
